id,category,brand,model,title,description,price,discount,stock,rating,review_count,color,warranty,features,tags
331,لپ‌تاپ,ایسر,Inspiron 15 (2024),ایسر Inspiron 15 (2024) - آبی,پیشنهاد ویژه: ایسر Inspiron 15 (2024). باتری ۱۰ ساعته | وزن ۱.۵ کیلو | رم ۱۶ گیگ. ارسال سریع.,96120000,5,20,3.6,2927,آبی,۲۴ ماه گارانتی,باتری ۱۰ ساعته | وزن ۱.۵ کیلو | رم ۱۶ گیگ | SSD 512 گیگ,کامپیوتر، گیمینگ، سبک، دانشجویی
332,جاروبرقی,میله,SpeedPro Max FC6908 (2024),میله SpeedPro Max FC6908 (2024) - آبی,محصول میله مدل SpeedPro Max FC6908 (2024) با ویژگی‌های موتور دیجیتال ۷۵۰۰۰ rpm | باتری ۶۰ دقیقه | تشخیص گرد و غبار لیزری. بهترین انتخاب در دسته جاروبرقی.,12605000,10,0,3.8,2259,آبی,۳۶ ماه گارانتی,موتور دیجیتال ۷۵۰۰۰ rpm | باتری ۶۰ دقیقه | تشخیص گرد و غبار لیزری | قدرت مکش ۲۳۰ Air Watt,لوازم خانگی، نظافت، جاروبرقی، بدون کیسه
333,پوشاک زنانه,پیکره,پیراهن بلند Max,پیکره پیراهن بلند Max - سرخابی,پیکره پیراهن بلند Max - جنس ویسکوز نرم | یقه گرد | بدون ترنسپارنت. مناسب برای کاربران پوشاک زنانه.,2870000,5,30,3.0,1178,سرخابی,۲۴ ماه گارانتی,جنس ویسکوز نرم | یقه گرد | بدون ترنسپارنت | قابل شستشو,رسمی، مد، کژوال، تابستانه
334,سرخ‌کن,تفال,FX10010 (نسخه جدید),تفال FX10010 (نسخه جدید) - قرمز,FX10010 (نسخه جدید) از برند معتبر تفال. کم‌مصرف ۱۴۰۰ وات | دمای ۸۰-۲۰۰ درجه | فناوری Rapid Air. کیفیت تضمینی.,4140000,0,5,4.4,1834,قرمز,۳۶ ماه گارانتی,کم‌مصرف ۱۴۰۰ وات | دمای ۸۰-۲۰۰ درجه | فناوری Rapid Air | سبد قابل شستشو در ماشین,هواپز، سرخ‌کن، آشپزخانه، سالم
335,ماوس,استیل‌سریز,EC2-CW (نسخه جدید),استیل‌سریز EC2-CW (نسخه جدید) - خاکستری,EC2-CW (نسخه جدید) از برند معتبر استیل‌سریز. اسکرول سریع | سنسور ۲۵۶۰۰ DPI | RGB. کیفیت تضمینی.,4900000,0,200,4.0,1333,خاکستری,بدون گارانتی,اسکرول سریع | سنسور ۲۵۶۰۰ DPI | RGB | کلیک‌های خاموش,ماوس، بی‌سیم، گیمینگ، اداری
336,لوازم خودرو,میشلن,جاروب‌برقی ماشین Ultra,میشلن جاروب‌برقی ماشین Ultra - مشکی,جاروب‌برقی ماشین Ultra از برند معتبر میشلن. شتاب G-Sensor | Wi-Fi داخلی | GPS مکان‌یاب. کیفیت تضمینی.,7730000,30,10,3.4,398,مشکی,۲۴ ماه گارانتی,شتاب G-Sensor | Wi-Fi داخلی | GPS مکان‌یاب | اتصال BT,دوربین، لوازم ماشین، GPS، ایمنی
337,مانیتور,ایسوس,Optix MAG274QRF Pro,ایسوس Optix MAG274QRF Pro - سفید,محصول ایسوس مدل Optix MAG274QRF Pro با ویژگی‌های پوشش رنگی sRGB 99% | پنل IPS | USB-C Hub. بهترین انتخاب در دسته مانیتور.,45945000,10,200,3.8,2063,سفید,۳۶ ماه گارانتی,پوشش رنگی sRGB 99% | پنل IPS | USB-C Hub | زمان پاسخ ۱ms,صفحه‌نمایش، اداری، 4K، مانیتور
338,ماوس,ریزر,DeathAdder V3 ویژه,ریزر DeathAdder V3 ویژه - سفید,ریزر DeathAdder V3 ویژه - دکمه‌های قابل برنامه‌ریزی | سنسور ۲۵۶۰۰ DPI | اسکرول سریع. مناسب برای کاربران ماوس.,1755000,10,0,4.9,2409,سفید,۱۸ ماه گارانتی,دکمه‌های قابل برنامه‌ریزی | سنسور ۲۵۶۰۰ DPI | اسکرول سریع | باتری ۷۰ ساعته,اداری، ماوس، گیمینگ، ارگونومیک
339,کیف,تامی هیلفیگر,کیف جیبی Lite,تامی هیلفیگر کیف جیبی Lite - خاکستری,تامی هیلفیگر کیف جیبی Lite - قفل TSA | جیب لپ‌تاپ ۱۵.۶ | سبک وزن. مناسب برای کاربران کیف.,1440000,0,50,2.7,430,خاکستری,۳۶ ماه گارانتی,قفل TSA | جیب لپ‌تاپ ۱۵.۶ | سبک وزن | چرم مصنوعی با کیفیت,اداری، مسافرت، کیف، چرم
340,تبلت,لنوو,Tab P12 Pro Pro,لنوو Tab P12 Pro Pro - نقره‌ای,Tab P12 Pro Pro از برند معتبر لنوو. دوربین ۱۳ مگاپیکسل | نمایشگر ۱۲ اینچ | پردازنده A16 Bionic. کیفیت تضمینی.,42140000,15,50,4.9,817,نقره‌ای,۱۲ ماه گارانتی,دوربین ۱۳ مگاپیکسل | نمایشگر ۱۲ اینچ | پردازنده A16 Bionic | کیفیت نمایش 2K,سرگرمی، iPad، تبلت، ترسیم دیجیتال
341,اسپیکر,مارشال,SoundLink Flex ویژه,مارشال SoundLink Flex ویژه - آبی,مارشال SoundLink Flex ویژه - صدای استریو | مقاومت در برابر آب IPX7 | صدای ۳۶۰ درجه. مناسب برای کاربران اسپیکر.,7985000,0,100,5.0,3324,آبی,۳۶ ماه گارانتی,صدای استریو | مقاومت در برابر آب IPX7 | صدای ۳۶۰ درجه | وزن سبک,موزیک، بی‌سیم، اسپیکر، سفر
342,اسپیکر,شیائومی,Stanmore III,شیائومی Stanmore III - آبی,Stanmore III از برند معتبر شیائومی. بلوتوث ۵.۳ | صدای ۳۶۰ درجه | مقاومت در برابر آب IPX7. کیفیت تضمینی.,5600000,25,50,5.0,2229,آبی,بدون گارانتی,بلوتوث ۵.۳ | صدای ۳۶۰ درجه | مقاومت در برابر آب IPX7 | وزن سبک,موزیک، اسپیکر، بلندگو، پارتی
343,موبایل,موتورولا,iPhone 15,موتورولا iPhone 15 - طلایی,پیشنهاد ویژه: موتورولا iPhone 15. دوربین ۱۰۸ مگاپیکسل | حافظه داخلی ۲۵۶ گیگ | باتری ۵۰۰۰ میلی‌آمپر. ارسال سریع.,37090000,20,15,4.7,245,طلایی,۱۸ ماه گارانتی,دوربین ۱۰۸ مگاپیکسل | حافظه داخلی ۲۵۶ گیگ | باتری ۵۰۰۰ میلی‌آمپر | 5G,اندروید، موبایل، دوربین عالی، هوشمند
344,چای‌ساز,گاستروبک,TWK7203 ویژه,گاستروبک TWK7203 ویژه - استیل,پیشنهاد ویژه: گاستروبک TWK7203 ویژه. فیلتر قابل شستشو | بدنه استیل | حفظ گرما. ارسال سریع.,3950000,0,100,2.9,905,استیل,۱۸ ماه گارانتی,فیلتر قابل شستشو | بدنه استیل | حفظ گرما | حرارت سریع,خانگی، آشپزخانه، کتری برقی، چای‌ساز
345,مکمل ورزشی,مکس‌لر,گینر (نسخه جدید),مکس‌لر گینر (نسخه جدید) - متنوع,مکس‌لر گینر (نسخه جدید) - مناسب گیاهخوار | ۳۰ وعده در هر بسته | تأیید شده آزمایشگاهی. مناسب برای کاربران مکمل ورزشی.,3635000,10,100,4.0,1552,متنوع,۶ ماه گارانتی,مناسب گیاهخوار | ۳۰ وعده در هر بسته | تأیید شده آزمایشگاهی | سطح کراتین ۵ گرم,سلامت، بدنسازی، کراتین، ورزش
346,عطر,بولگاری,Aqva (2024),بولگاری Aqva (2024) - شفاف,محصول بولگاری مدل Aqva (2024) با ویژگی‌های ماندگاری ۱۲ ساعته | جعبه هدیه | حجم ۱۰۰ میلی‌لیتر. بهترین انتخاب در دسته عطر.,1925000,0,100,3.8,295,شفاف,۱۸ ماه گارانتی,ماندگاری ۱۲ ساعته | جعبه هدیه | حجم ۱۰۰ میلی‌لیتر | ساخت فرانسه,لوکس، زنانه، مردانه، ادکلن
347,اسپیکر,سونی,SoundLink Flex,سونی SoundLink Flex - آبی,محصول سونی مدل SoundLink Flex با ویژگی‌های مقاومت در برابر آب IPX7 | وزن سبک | اتصال چندگانه. بهترین انتخاب در دسته اسپیکر.,2710000,0,20,4.8,1940,آبی,۳۶ ماه گارانتی,مقاومت در برابر آب IPX7 | وزن سبک | اتصال چندگانه | باتری ۲۴ ساعته,بلندگو، پارتی، سفر، موزیک
348,کنسول بازی,ولو,PlayStation 5 SE,ولو PlayStation 5 SE - قرمز,محصول ولو مدل PlayStation 5 SE با ویژگی‌های بازی آنلاین | کنترلر DualSense | ریمسترهای نسل نهم. بهترین انتخاب در دسته کنسول بازی.,29495000,10,50,4.1,2346,قرمز,بدون گارانتی,بازی آنلاین | کنترلر DualSense | ریمسترهای نسل نهم | نرخ فریم ۱۲۰fps,کنسول، بازی، گیمینگ، Xbox
349,لوازم حیوانات,رویال کانین,غذای گربه Max,رویال کانین غذای گربه Max - متنوع,غذای گربه Max از برند معتبر رویال کانین. پروتئین بالا ۳۲% | برای همه نژادها | بدون گلوتن. کیفیت تضمینی.,740000,10,20,3.2,119,متنوع,۱۸ ماه گارانتی,پروتئین بالا ۳۲% | برای همه نژادها | بدون گلوتن | دانه‌بندی ریز,غذا، سگ، حیوانات خانگی، سلامت
350,ساعت هوشمند,امازفیت,Apple Watch Series 9 Ultra,امازفیت Apple Watch Series 9 Ultra - گلد,پیشنهاد ویژه: امازفیت Apple Watch Series 9 Ultra. نمایشگر AMOLED | اکسیژن خون SpO2 | GPS داخلی. ارسال سریع.,13080000,10,150,4.4,1550,گلد,بدون گارانتی,نمایشگر AMOLED | اکسیژن خون SpO2 | GPS داخلی | تشخیص فعالیت ورزشی,سلامت، ورزشی، اسمارت‌واچ، ساعت هوشمند
351,هندزفری,انکر,Redmi Buds 4,انکر Redmi Buds 4 - آبی,پیشنهاد ویژه: انکر Redmi Buds 4. لمسی | تأخیر کم ۴۰ms | اتصال بلوتوث ۵.2. ارسال سریع.,10595000,10,100,3.1,984,آبی,۲۴ ماه گارانتی,لمسی | تأخیر کم ۴۰ms | اتصال بلوتوث ۵.2 | صدای استریو,بی‌سیم، ایرپاد، مکالمه، TWS
352,ساعت هوشمند,شیائومی,Apple Watch Series 9 ویژه,شیائومی Apple Watch Series 9 ویژه - مشکی,Apple Watch Series 9 ویژه از برند معتبر شیائومی. اکسیژن خون SpO2 | باتری ۷ روزه | مقاومت در برابر آب. کیفیت تضمینی.,2370000,0,15,4.9,3429,مشکی,۶ ماه گارانتی,اکسیژن خون SpO2 | باتری ۷ روزه | مقاومت در برابر آب | مانیتور خواب,اسمارت‌واچ، ساعت هوشمند، سلامت، ورزشی
353,پرینتر,HP,EcoTank ET-4850 (نسخه جدید),HP EcoTank ET-4850 (نسخه جدید) - خاکستری,محصول HP مدل EcoTank ET-4850 (نسخه جدید) با ویژگی‌های اتصال Wi-Fi | چاپ دو رو خودکار | چاپ موبایل. بهترین انتخاب در دسته پرینتر.,23710000,30,0,3.9,2647,خاکستری,۳۶ ماه گارانتی,اتصال Wi-Fi | چاپ دو رو خودکار | چاپ موبایل | چاپ رنگی,جوهرافشان، خانگی، اداری، چاپ
354,پوشاک مردانه,اچ‌اند‌ام,پیراهن کژوال ویژه,اچ‌اند‌ام پیراهن کژوال ویژه - آبی نیلی,اچ‌اند‌ام پیراهن کژوال ویژه - جنس ۱۰۰% پنبه | رنگ‌ثابت | ضدچروک. مناسب برای کاربران پوشاک مردانه.,2750000,20,15,3.0,2706,آبی نیلی,بدون گارانتی,جنس ۱۰۰% پنبه | رنگ‌ثابت | ضدچروک | تنفس‌پذیر,کژوال، ورزشی، رسمی، پوشاک
355,جاروبرقی,میله,G10 Prime ویژه,میله G10 Prime ویژه - مشکی,پیشنهاد ویژه: میله G10 Prime ویژه. باتری ۶۰ دقیقه | دسته قابل تنظیم | وزن ۳ کیلو. ارسال سریع.,13100000,15,10,4.6,2291,مشکی,۶ ماه گارانتی,باتری ۶۰ دقیقه | دسته قابل تنظیم | وزن ۳ کیلو | موتور دیجیتال ۷۵۰۰۰ rpm,جاروبرقی، نظافت، بدون کیسه، لوازم خانگی
356,دسته بازی,ریزر,Pro 2 (2024),ریزر Pro 2 (2024) - قرمز,محصول ریزر مدل Pro 2 (2024) با ویژگی‌های سازگار با PC | ماشه تطبیقی | اتصال بی‌سیم. بهترین انتخاب در دسته دسته بازی.,1315000,25,0,3.0,423,قرمز,۲۴ ماه گارانتی,سازگار با PC | ماشه تطبیقی | اتصال بی‌سیم | لرزش هپتیک,گیمینگ، کنترلر، بی‌سیم، Xbox
357,لوازم حیوانات,فارنام,غذای سگ Plus,فارنام غذای سگ Plus - متنوع,فارنام غذای سگ Plus - دانه‌بندی ریز | طبیعی ۱۰۰% | هضم آسان. مناسب برای کاربران لوازم حیوانات.,1555000,5,100,3.7,3062,متنوع,۱۸ ماه گارانتی,دانه‌بندی ریز | طبیعی ۱۰۰% | هضم آسان | بدون گلوتن,سلامت، گربه، حیوانات خانگی، غذا
358,ساعت هوشمند,اپل,Forerunner 255 (2024),اپل Forerunner 255 (2024) - مشکی,اپل Forerunner 255 (2024) - مقاومت در برابر آب | تشخیص فعالیت ورزشی | باتری ۷ روزه. مناسب برای کاربران ساعت هوشمند.,17255000,10,30,4.1,1633,مشکی,۳۶ ماه گارانتی,مقاومت در برابر آب | تشخیص فعالیت ورزشی | باتری ۷ روزه | GPS داخلی,ساعت هوشمند، سلامت، فیتنس، ورزشی
359,قهوه‌ساز,گاستروبک,EC685.M Plus,گاستروبک EC685.M Plus - نقره‌ای,EC685.M Plus از برند معتبر گاستروبک. فشار ۱۵ بار | آسیاب داخلی | دماسنج دقیق. کیفیت تضمینی.,19375000,10,10,2.9,3470,نقره‌ای,۲۴ ماه گارانتی,فشار ۱۵ بار | آسیاب داخلی | دماسنج دقیق | برنامه‌ریزی زمانی,قهوه‌ساز، کافه، اسپرسو، باریستا
360,مکمل ورزشی,مکس‌لر,BCAA (2024),مکس‌لر BCAA (2024) - متنوع,مکس‌لر BCAA (2024) - سطح کراتین ۵ گرم | بدون شکر افزوده | طعم شکلات. مناسب برای کاربران مکمل ورزشی.,4340000,10,10,2.5,2766,متنوع,بدون گارانتی,سطح کراتین ۵ گرم | بدون شکر افزوده | طعم شکلات | تأیید شده آزمایشگاهی,سلامت، مکمل، پروتئین، ورزش
361,یخچال,ال‌جی,DRFP40S (نسخه جدید),ال‌جی DRFP40S (نسخه جدید) - سفید,محصول ال‌جی مدل DRFP40S (نسخه جدید) با ویژگی‌های قفسه‌های قابل تنظیم | No Frost بدون برفک | صدای کم ۳۸ دسیبل. بهترین انتخاب در دسته یخچال.,58785000,10,20,2.8,2990,سفید,۱۲ ماه گارانتی,قفسه‌های قابل تنظیم | No Frost بدون برفک | صدای کم ۳۸ دسیبل | جداسازی رطوبت,بزرگ، اینورتر، No Frost، یخچال
